routeID,city,routeName,departureStopName,destinationStopName
KHH224,Kaohsiung,224(原 24B),楠梓站,歷史博物館
KHH23,Kaohsiung,23(部分延駛文山高中),高雄客運鳳山站,圓照寺
KHH231,Kaohsiung,23公車式小黃,高雄客運鳳山站,圓照寺
KHH239,Kaohsiung,239,茄萣站,台南火車站
KHH24,Kaohsiung,24(原 24A),圓照寺,捷運巨蛋站
KHH245,Kaohsiung,245A,加昌站,臺鐵新左營站
KHH2451,Kaohsiung,245B(延駛高雄大學),加昌站,臺鐵新左營站
KHH248,Kaohsiung,248,捷運衛武營站,濱海二路
KHH2481,Kaohsiung,248火車站,高雄火車站,濱海二路
KHH2482,Kaohsiung,248區間車,高雄火車站,濱海二路
KHH25,Kaohsiung,25,瑞豐站,歷史博物館
KHH253,Kaohsiung,紅70A,捷運南岡山站,田寮區公所
KHH2533,Kaohsiung,紅70B(延駛隆后宮),捷運南岡山站,隆后宮
KHH26,Kaohsiung,26A,瑞豐站,高雄火車站
KHH260,Kaohsiung,26B,瑞豐站,高雄火車站
KHH261,Kaohsiung,261,義大醫院站,旗山轉運站
KHH28,Kaohsiung,28,加昌站,高雄火車站
KHH29,Kaohsiung,29A,左營南站,楠梓高中
KHH291,Kaohsiung,29B(延駛創新路),左營南站,楠梓高中
KHH292,Kaohsiung,29C,左營南站,楠梓高中
KHH3,Kaohsiung,3,警廣站,凹仔底森林公園
KHH30,Kaohsiung,30,小港站,長庚醫院
KHH301,Kaohsiung,301,加昌站,高雄火車站
KHH3011,Kaohsiung,301區間,台鐵新左營站,高雄火車站
KHH31,Kaohsiung,3繞(17:00－20:30繞文信路),警廣站,凹仔底森林公園
KHH33,Kaohsiung,33(06:33延駛後備指揮部),金獅湖站,捷運鹽埕埔站
KHH331,Kaohsiung,33公車式小黃,金獅湖站,捷運鹽埕埔站
KHH35,Kaohsiung,35A(原 紅9D(延駛小港國高中)),前鎮站,旗津海水浴場
KHH351,Kaohsiung,35B,小港站,旗津海水浴場
KHH36,Kaohsiung,36,前鎮站,高雄火車站
KHH362,Kaohsiung,紅8A,小港站,輔英科大校區
KHH3621,Kaohsiung,紅8B(去繞昭明),小港站,輔英科大校區
KHH3623,Kaohsiung,紅8C(返繞昭明),小港站,輔英科大校區
KHH3624,Kaohsiung,紅8E,小港站,昭明變電所站
KHH37,Kaohsiung,37,前鎮站,育英醫專
KHH371,Kaohsiung,37(育英發車),,
KHH38,Kaohsiung,38A,左營南站,高雄榮民總醫院
KHH381,Kaohsiung,38B(去程延駛鼓山三路),左營南站,高雄榮民總醫院
KHH382,Kaohsiung,38C(返程延駛鼓山三路),左營南站,高雄榮民總醫院
KHH383,Kaohsiung,38D(去返程延駛鼓山三路),左營南站,高雄榮民總醫院
KHH39,Kaohsiung,39,加昌站,高雄榮民總醫院
KHH411,Kaohsiung,JOY公車H11,桃源區公所,長庚醫院
KHH4134,Kaohsiung,JOY公車H11區間(旗山轉運站-新開不老溫泉),旗山轉運站,美崙山
KHH5,Kaohsiung,5,鳳山轉運站,關帝廟
KHH50,Kaohsiung,50五福幹線,捷運衛武營站,鼓山輪渡站
KHH503,Kaohsiung,E03A燕巢快線,高鐵左營站,義大醫院
KHH5031,Kaohsiung,E03B燕巢快線,高鐵左營站,義大醫院
KHH504,Kaohsiung,E04,高鐵左營站,高師大燕巢校區
KHH5041,Kaohsiung,E04區間,樹德科技大學,高師大燕巢校區
KHH509,Kaohsiung,E09鳳山燕巢城市快線,國軍高雄總醫院,樹德科技大學
KHH5091,Kaohsiung,E09(假日行駛),國軍高雄總醫院,樹德科技大學
KHH51,Kaohsiung,5(區間車),鳳山轉運站,北昌三街口
KHH510,Kaohsiung,E10小港燕巢城市快線,捷運草衙站,樹德科技大學
KHH5101,Kaohsiung,E10(假日行駛),捷運草衙站,樹德科技大學
KHH511,Kaohsiung,E11A鳳山高鐵城市快線,捷運大東站,高鐵新左營站
KHH5112,Kaohsiung,E11B鳳山高鐵城市快線,中崙國中,高鐵新左營站
KHH52,Kaohsiung,52A,建軍站,高雄火車站
KHH521,Kaohsiung,52B(不延駛市議會),建軍站,高雄火車站
KHH523,Kaohsiung,52C(捷運中央公園站－高雄女中),捷運中央公園,捷運中央公園站
KHH531,Kaohsiung,53A,捷運衛武營站,本館里
KHH532,Kaohsiung,53B,捷運衛武營站,高雄火車站
KHH56,Kaohsiung,56,高雄火車站,壽山動物園
KHH561,Kaohsiung,56區間(例假日行駛),捷運鹽埕埔站,壽山動物園
KHH6,Kaohsiung,6,左營南站,萬金路
KHH60,Kaohsiung,60覺民幹線(白天延駛澄清湖),駁二藝術特區,夢裡活動中心
KHH601,Kaohsiung,黃1(平日行駛),澄清湖棒球場,捷運三多商圈
KHH6011,Kaohsiung,黃1延(假日行駛),澄清湖棒球場,高雄展覽館
KHH602,Kaohsiung,黃2A,前鎮高中,忠誠路口
KHH6021,Kaohsiung,黃2B,小港站,忠誠路口
KHH6022,Kaohsiung,黃2C,前鎮高中,忠誠路口
KHH603,Kaohsiung,E01B旗美國道快線(往美濃站),高鐵左營站,美濃站
KHH604,Kaohsiung,E01A旗美國道快線(往旗山轉運站),高鐵左營站,旗山轉運站
KHH609,Kaohsiung,E02哈佛快線,高鐵左營站,佛光山
KHH61,Kaohsiung,6(星展銀行發車),建楠路,左營南站
KHH629,Kaohsiung,62公車式小黃,小港站,大坪頂
KHH631,Kaohsiung,63北,小港站,高松陸橋
KHH6311,Kaohsiung,63南,小港站,九龍寺
KHH682,Kaohsiung,大樹祈福線A,臺鐵鳳山站,佛陀紀念館
KHH6821,Kaohsiung,大樹祈福線B,鳳山轉運站,佛陀紀念館
KHH69,Kaohsiung,69A小港幹線,小港站,高雄火車站
KHH691,Kaohsiung,69B小港幹線(延駛明鳳),小港站,高雄火車站
KHH7,Kaohsiung,7A,加昌站,高雄師範大學
KHH70,Kaohsiung,70A三多幹線(部分延駛澄清湖),前鎮站,長庚紀念醫院
KHH7001,Kaohsiung,綠1,香蕉碼頭(棧貳庫),輕軌凱旋中華站
KHH7002,Kaohsiung,綠1區間,香蕉碼頭(棧貳庫),正勤社區
KHH701,Kaohsiung,70B三多幹線(延駛鎮州路),前鎮站,長庚紀念醫院
KHH703,Kaohsiung,70D三多幹線(延駛仁美),前鎮站,鳥松區公所
KHH72,Kaohsiung,72A,金獅湖站,中正高工
KHH721,Kaohsiung,72B(延駛正勤社區),金獅湖站,正勤社區
KHH73,Kaohsiung,73,捷運衛武營站,左營區公所
KHH730,Kaohsiung,7B(區間車),加昌站,樹德科技大學
KHH731,Kaohsiung,7C,加昌站,高雄科大(燕巢)
KHH732,Kaohsiung,7D,加昌站,樹德科技大學
KHH76,Kaohsiung,76,金獅湖站,歷史博物館
KHH77,Kaohsiung,77昌福幹線,金獅湖站,歷史博物館
KHH771,Kaohsiung,77昌福幹線(繞三民高中),金獅湖站,高雄女中
KHH8001,Kaohsiung,8001,歷史博物館,林園站
KHH8006,Kaohsiung,8006,捷運鳳山站,大樹
KHH8008,Kaohsiung,8008,岡山轉運站,高雄車站
KHH8009,Kaohsiung,8009,旗山北站,高雄車站
KHH801,Kaohsiung,紅1,高雄餐旅大學,捷運小港站
KHH8010,Kaohsiung,8010,高雄車站,旗山北站
KHH8012,Kaohsiung,8012,捷運南岡山站,旗山北站
KHH8013,Kaohsiung,8013(假日延駛石頭廟),捷運南岡山站,田寮
KHH8015,Kaohsiung,8015,岡山轉運站(岡山火車站),海青工商
KHH8017,Kaohsiung,8017,台鐵新左營站,岡山轉運站
KHH8020,Kaohsiung,8020,義大醫院,捷運南岡山站
KHH8021,Kaohsiung,8021,高雄客運鳳山站,彌陀國小
KHH8023,Kaohsiung,8023,高雄車站,旗山北站
KHH8025,Kaohsiung,E25高旗六龜快線(08:20前不行經高鐵左營站),六龜新站,高雄車站
KHH8026,Kaohsiung,8026,旗山轉運站,玄龍宮
KHH8028,Kaohsiung,E28高旗美濃快線,高雄車站,美濃站
KHH8029,Kaohsiung,8029,甲仙站,桃源
KHH8032,Kaohsiung,E32高旗甲仙快線,甲仙站,高雄車站
KHH8033,Kaohsiung,8033,六龜新站,美崙山
KHH8035,Kaohsiung,8035(部分延駛實踐大學),旗山轉運站,南化
KHH8036,Kaohsiung,8036,旗山轉運站,竹峰寺
KHH8040,Kaohsiung,8040,岡山轉運站,高雄車站
KHH8041,Kaohsiung,8041C(部分延駛樹人醫專),捷運鳳山站,茄萣站
KHH8042,Kaohsiung,8042(原 E07 假日延駛博物館、航空站),實踐大學,高鐵台南站
KHH8043,Kaohsiung,8043,茄萣站,高雄車站
KHH8046,Kaohsiung,8046A,高雄車站,台南火車站
KHH8048,Kaohsiung,8048,捷運都會公園站,屏東火車站
KHH8049,Kaohsiung,8049,崗安路,高雄客運鳳山站
KHH806,Kaohsiung,紅6,捷運草衙站,小港站
KHH8061,Kaohsiung,紅6公車式小黃,捷運草衙站,小港站
KHH8062,Kaohsiung,8010(區間車),鳳山轉運站,旗山北站
KHH8063,Kaohsiung,8023(區間車),楠梓站,旗山北站
KHH8069,Kaohsiung,8041A,林園站,高客自立站
KHH807,Kaohsiung,紅7A(不經紅毛港),后安路,孔宅
KHH8070,Kaohsiung,8041B,捷運鳳山站,岡山轉運站
KHH8071,Kaohsiung,紅7B(經紅毛港),后安路,孔宅
KHH8072,Kaohsiung,紅7C(延駛漁業署),后安路,孔宅
KHH8073,Kaohsiung,8046B(部分延駛樹人醫專),高鐵左營站,台南火車站
KHH8074,Kaohsiung,8035(區間車),旗山轉運站,內門
KHH8075,Kaohsiung,8049(區間車),崗安路,捷運南岡山站
KHH81,Kaohsiung,81,瑞豐站,育英醫專
KHH810,Kaohsiung,紅10,前鎮高中,臺鐵鳳山站
KHH8100,Kaohsiung,紅1(延駛中鋼公司),高雄餐旅大學,中鋼
KHH8103,Kaohsiung,紅10(區間車),前鎮高中站,
KHH811,Kaohsiung,紅11A,過埤派出所,捷運前鎮高中站
KHH8111,Kaohsiung,紅11B,過埤派出所,捷運前鎮高中站
KHH8112,Kaohsiung,紅11公車式小黃,過埤派出所,捷運前鎮高中站
KHH812,Kaohsiung,紅12A,公車瑞豐站,公車前鎮站
KHH8121,Kaohsiung,紅12B(延駛加工出口區),公車瑞豐站,公車前鎮站
KHH813,Kaohsiung,紅13(紅毛港文化園區),捷運小港站,紅毛港文化園區
KHH816,Kaohsiung,紅16,軟體園區,捷運三多商圈站
KHH8161,Kaohsiung,紅16公車式小黃,軟體園區,捷運三多商圈站
KHH818,Kaohsiung,紅18,中崙社區,實踐大學
KHH82,Kaohsiung,82A,瑞豐站,三山國王廟
KHH8200,Kaohsiung,紅1(區間),高雄餐旅大學(校區),捷運小港站
KHH821,Kaohsiung,紅21,捷運衛武營站,捷運三多商圈站
KHH822,Kaohsiung,紅22,捷運衛武營站,圖書總館
KHH823,Kaohsiung,82B,瑞豐站,捷運西子灣站
KHH824,Kaohsiung,82A公車式小黃,瑞豐站,三山國王廟
KHH825,Kaohsiung,紅25,左營南站,高雄火車站(同愛街口)
KHH8251,Kaohsiung,紅25繞,先勝路口,高雄火車站
KHH827,Kaohsiung,紅27,高雄火車站,中都街口
KHH828,Kaohsiung,紅28,客家文物館,汾陽路口
KHH8281,Kaohsiung,紅28(繞中都濕地公園),察哈爾街口,汾陽路口
KHH8282,Kaohsiung,紅28公車式小黃,客家文物館,汾陽路口
KHH8283,Kaohsiung,紅28公車式小黃(繞中都濕地公園),察哈爾街口,汾陽路口
KHH829,Kaohsiung,紅29,捷運後驛站,陽明國小
KHH83,Kaohsiung,83,瑞豐站,高雄火車站
KHH830,Kaohsiung,紅30,忠誠路口,高雄火車站
KHH8301,Kaohsiung,紅30區,高雄科大(建工),捷運後驛站
KHH831,Kaohsiung,紅31,皓東路口,高雄火車站
KHH832,Kaohsiung,紅32A,捷運凹子底站,國泰市場
KHH8321,Kaohsiung,紅32B(學校寒暑假停駛),捷運凹子底站,鼓山高中
KHH833,Kaohsiung,紅33明誠幹線,市立聯合醫院,鳳山商工
KHH836,Kaohsiung,紅36,左營海軍軍區,文藻外語大學
KHH8361,Kaohsiung,紅36(17:08－23:30繞文信路),左營海軍軍區,文藻外語大學
KHH85,Kaohsiung,JOY公車H21,五里埔(小林國小),高醫
KHH850,Kaohsiung,紅50,捷運生態園區,榮總側門
KHH8501,Kaohsiung,8501(部分班次延駛義守大學),高鐵左營站,義大世界站
KHH8502,Kaohsiung,8502A,高雄美術館,義大世界站
KHH8503,Kaohsiung,8503,市政大樓,義大世界站
KHH8504,Kaohsiung,8504,鳳陽社區,義大世界站
KHH8505,Kaohsiung,8505,前鎮高中站,義大世界
KHH8506,Kaohsiung,8506,岡山轉運站,義大世界
KHH8507,Kaohsiung,8501延駛佛光山,高鐵左營站,佛陀紀念館
KHH8509,Kaohsiung,紅50公車式小黃,捷運生態園區,榮總側門
KHH851,Kaohsiung,紅51A,台鐵新左營站,蓮池潭
KHH8511,Kaohsiung,紅51B,台鐵新左營站,捷運生態園區站
KHH8513,Kaohsiung,紅51A公車式小黃,台鐵新左營站,蓮池潭
KHH8514,Kaohsiung,紅51C公車式小黃,台鐵新左營站,高雄物產館
KHH8515,Kaohsiung,紅51B公車式小黃,台鐵新左營站,捷運生態園區站
KHH852,Kaohsiung,紅52(原 E05),台鐵新左營站,中山大學
KHH8531,Kaohsiung,紅53梓官幹線-主,台鐵新左營站,蚵仔寮漁港
KHH8532,Kaohsiung,紅53梓官幹線-區間(原 紅55),台鐵新左營站,中興里(楠梓)
KHH8533,Kaohsiung,紅53梓官幹線-副,台鐵新左營站,蚵仔寮漁港
KHH856,Kaohsiung,紅56A,捷運楠梓加工區,高雄大學
KHH8561,Kaohsiung,紅56B(延駛德民黃昏市場),捷運楠梓加工區,高雄大學
KHH8562,Kaohsiung,紅56C(學校寒暑假停駛),捷運楠梓加工區,高雄大學
KHH857,Kaohsiung,紅57,東六街口,創意南路
KHH8571,Kaohsiung,紅57(區間車),捷運楠梓加工區,員工服務中心
KHH858,Kaohsiung,紅58A,捷運都會公園站,高雄科大(第一西校區)
KHH8581,Kaohsiung,紅58B,捷運都會公園站,燕巢區公所
KHH8582,Kaohsiung,紅58C(學校寒暑假停駛),捷運都會公園站,楠梓高中
KHH859,Kaohsiung,紅59,高鐵左營站,蓮池潭
KHH86,Kaohsiung,JOY公車H22,那瑪夏,長庚醫院
KHH860,Kaohsiung,紅60A,左營高鐵站,仁德街口(中華路)
KHH8601,Kaohsiung,紅60B,左營高鐵站,加昌站
KHH865,Kaohsiung,紅65(原 紅68C(週一~週五延駛燁聯鋼鐵)),捷運南岡山站,燁聯鋼鐵
KHH866,Kaohsiung,紅66(原 紅69C(延駛本洲工業區)),捷運南岡山站,永安工業區
KHH867,Kaohsiung,紅67A部分班次延駛中正堂(原 紅69B),捷運南岡山站,高雄科學園區
KHH8671,Kaohsiung,紅67B(原 紅69D),捷運南岡山站,順安宮
KHH868,Kaohsiung,紅68A,漢翔公司,捷運南岡山站
KHH8681,Kaohsiung,紅68B(部分班次延駛嘉興國中),捷運南岡山站,漢翔公司
KHH8682,Kaohsiung,紅68A(延駛大莊里),大莊里,捷運南岡山站
KHH869,Kaohsiung,紅69 (原 紅69A),捷運南岡山站,岡山高中
KHH8695,Kaohsiung,紅69A公車式小黃,捷運南岡山站,岡山高中
KHH87,Kaohsiung,87,鳳山轉運站,捷運衛武營站
KHH871,Kaohsiung,紅71A,捷運南岡山站,茄萣區公所
KHH8711,Kaohsiung,紅71B1,捷運南岡山站,茄萣區公所
KHH8712,Kaohsiung,紅71B2,興達國小,茄萣區公所
KHH8713,Kaohsiung,紅71C,加昌站,捷運南岡山站
KHH8714,Kaohsiung,紅71D,捷運南岡山站,東方設計學院
KHH872,Kaohsiung,紅72A(部份班次延駛安樂宮),捷運橋頭火車站,彌陀國小
KHH8721,Kaohsiung,紅72B(部分班次延駛保寧),捷運橋頭火車站,永安區公所
KHH8722,Kaohsiung,紅72C(部份班次延駛安樂宮),捷運橋頭火車站,彌陀國小
KHH8723,Kaohsiung,紅72A(延駛南安國小),捷運橋頭火車站,彌陀國小
KHH8724,Kaohsiung,紅72C(延駛南安國小),捷運橋頭火車站,彌陀國小
KHH8732,Kaohsiung,紅73B,岡山轉運站,阿蓮區公所
KHH878,Kaohsiung,紅78,捷運南岡山站,南寮
KHH879,Kaohsiung,紅79,捷運南岡山站,塭仔邊
KHH882,Kaohsiung,88建國幹線(區間),臺鐵鳳山站,捷運鹽埕埔站
KHH90,Kaohsiung,90民族幹線,高鐵左營站,捷運三多商圈站
KHH901,Kaohsiung,橘1A,捷運西子灣2號出口,中山大學行政大樓
KHH9011,Kaohsiung,橘1B(平日停駛),捷運西子灣2號出口,中山大學
KHH9012,Kaohsiung,橘1C(延駛中山大學文學院),捷運西子灣2號出口,中山大學文學院
KHH908,Kaohsiung,橘8,捷運衛武營站,過埤派出所
KHH910,Kaohsiung,橘10A(假日停駛),捷運衛武營站,臺鐵鳳山站
KHH9103,Kaohsiung,橘10B公車式小黃,捷運衛武營站,臺鐵鳳山站
KHH911,Kaohsiung,橘11A,林園站,捷運衛武營站
KHH9111,Kaohsiung,橘11B,林園站,捷運衛武營站
KHH9112,Kaohsiung,橘11A(區間車),林園站,臺鐵鳳山站
KHH912,Kaohsiung,橘12鳳青幹線(白天延駛澄清湖),中崙國中,長庚醫院
KHH9121,Kaohsiung,橘12鳳青幹線區間車(寒暑假停駛),捷運鳳山西站,鳳新高中 
KHH916,Kaohsiung,橘16,臺鐵鳳山站,仁武高中
KHH9161,Kaohsiung,橘16(延駛大社),臺鐵鳳山站,大社區公所
KHH917,Kaohsiung,橘17(原 橘7C),鳳山轉運站,長庚醫院
KHH9171,Kaohsiung,橘17(延駛),鳳山轉運站,長庚醫院
KHH92,Kaohsiung,92自由幹線,高鐵左營站,高雄火車站(同愛街口)
KHH920,Kaohsiung,橘20A,捷運大寮站,大寮農會
KHH9201,Kaohsiung,橘20B,捷運大寮站,上寮路口(大寮路)
KHH9202,Kaohsiung,橘20C,捷運大寮站,輔英科大
KHH9203,Kaohsiung,橘20D(假日停駛),捷運大寮站,潮寮國中
KHH9205,Kaohsiung,橘20B(延駛輔英科大),捷運大寮站,上寮路口(大寮路)
KHH9206,Kaohsiung,橘20C(直達車),捷運大寮站,輔英科大
KHH921,Kaohsiung,橘21A公車式小黃,和春技術學院(大發校區),捷運大寮站
KHH9211,Kaohsiung,橘21B公車式小黃,月天寺,捷運大寮站
KHH922,Kaohsiung,橘22公車式小黃,後庄(鳳屏一路),捷運大寮站
KHH9231,Kaohsiung,橘23公車式小黃,捷運大寮站,中庄
KHH96,Kaohsiung,96A,義大世界站,義大醫院
KHH961,Kaohsiung,96B,義大醫院,林路口(澄觀路二段)
KHH97,Kaohsiung,97,捷運都會公園站,樹德科大
KHH9701,Kaohsiung,橘7B(假日停駛),捷運衛武營站,佛陀紀念館
KHH9702,Kaohsiung,橘7B(不延駛佛陀紀念館),捷運衛武營站,大樹衛生所
KHH98,Kaohsiung,98,捷運青埔站,捷運楠梓加工區
KHH99,Kaohsiung,99,香蕉棚(棧二庫棧二之一庫),慈德堂
KHH991,Kaohsiung,99區間,哈瑪星旅運接駁中心,捷運西子灣站
KEE1011,Keelung,101 和平島-經中正路,和平島,總站
KEE1013,Keelung,101 和平島-經祥豐街,和平島,總站
KEE1021,Keelung,102 和平島-經祥豐街(經仁五路),和平島,總站
KEE1031,Keelung,103 八斗子-經中正路(經海科館),八斗子,總站
KEE1032,Keelung,103 八斗子-經祥豐街(經海科館),八斗子,總站
KEE1033,Keelung,103 八斗子-經仁一路(經海科館),八斗子,總站
KEE1041,Keelung,104 新豐街-經中正路,新豐街,總站
KEE1042,Keelung,104 新豐街-經祥豐街,新豐街,總站
KEE1043,Keelung,104 新豐街-經仁一路,新豐街,總站
KEE1051,Keelung,105 三總基隆分院-基隆車站,三總基隆分院,總站
KEE1071,Keelung,107 八斗子-經信義國中,八斗子,總站
KEE1072,Keelung,107 八斗子-基隆車站(經信義國中),八斗子,總站
KEE1073,Keelung,107 調和街-基隆車站(經信義國中),八斗子,總站
KEE1074,Keelung,107 調和街-經信義國中,八斗子,總站
KEE1081,Keelung,108 潮境公園-經祥豐街,八斗子,總站
KEE1082,Keelung,108 潮境公園-基隆車站,八斗子,總站
KEE1088,Keelung,T88 郵輪觀光專車(TOUR BUS),總站,總站
KEE1091,Keelung,109 天顯宮-基隆車站(經中正路),總站,天顯宮
KEE2011,Keelung,201 深美國小-經仁一路,深美,總站
KEE2021,Keelung,202 深美國小-經信二路,深美,總站
KEE2031,Keelung,203 深澳坑-經美的世界(經八斗山莊),八斗子,總站
KEE2032,Keelung,203 深澳坑-經富貴社區(經八斗山莊),八斗子,總站
KEE2033,Keelung,203 深澳坑-經富貴社區(去八斗山莊),八斗子,總站
KEE2034,Keelung,203 深澳坑-經富貴社區(回八斗山莊),八斗子,總站
KEE2035,Keelung,203 深澳坑-去經美的世界(回經富貴社區),八斗子,總站
KEE2041,Keelung,204 教忠街-經美的世界,深美,總站
KEE2042,Keelung,204 教忠街-經美的世界(總站發車),總站,深美
KEE2043,Keelung,204 教忠街-經富貴社區(經月眉路),深美,總站
KEE2044,Keelung,204 教忠街-經富貴社區,深美,總站
KEE2045,Keelung,204 教忠街-經美的世界(經月眉路),深美,總站
KEE2046,Keelung,204 教忠街-經美的世界(經教孝街),深美,總站
KEE2047,Keelung,204 教忠街-經美的世界(經仁五路,深美,總站
KEE2048,Keelung,204 教忠街-基隆車站(經富貴社區),深美,總站
KEE2049,Keelung,204 教忠街-基隆車站(經美的世界),深美,總站
KEE2051,Keelung,205 信義國中-深美國小(經和平島),深美,和平島
KEE2052,Keelung,205 信義國中-和平島(經祥豐街),深美,和平島
KEE2053,Keelung,205 總站-和平島(經祥豐街),總站,和平島
KEE2061,Keelung,206 崇法國宅-基隆車站,深美,總站
KEE3011,Keelung,301 太白莊-經中山一路,太白莊,總站
KEE3012,Keelung,301 太白莊-經成功市場,太白莊,總站
KEE3013,Keelung,301 太白莊-經高遠新村,太白莊,總站
KEE3021,Keelung,302 中山高中-經西定路,太白莊,總站
KEE3022,Keelung,302 中山高中-經成功市場,太白莊,總站
KEE3031,Keelung,303 大竿林-經西定路,大竿林,總站
KEE3033,Keelung,303 大竿林-基隆車站,大竿林,總站
KEE3034,Keelung,303 基隆車站-回大竿林(經西定路),總站,大竿林
KEE3035,Keelung,303 大竿林-回經中山一路,大竿林,總站
KEE3036,Keelung,303 大竿林-去經中山一路,大竿林,總站
KEE3041,Keelung,304 高遠新村-經仙洞國小,太白莊,總站
KEE3042,Keelung,304 高遠新村-經中山一路,太白莊,總站
KEE3051,Keelung,305 濱海大道-大武崙沙灘(經西定路),總站,大武崙沙灘
KEE3052,Keelung,305 濱海大道-大武崙沙灘(回太白莊),總站,大武崙沙灘
KEE3061,Keelung,306 中平街-基隆車站(經西定路),總站,中和里
KEE3071,Keelung,307 中和國小-基隆車站(經西定路),總站,和慶里
KEE3081,Keelung,308 基隆車站-外木山漁港,總站,外木山漁港
KEE3083,Keelung,308 外木山漁港-基隆車站(經德安路),外木山漁港,總站
KEE3101,Keelung,310 濱海大道-大武崙沙灘,總站,大武崙沙灘
KEE4021,Keelung,402 堵南里-經七堵郵局,堵南里,二信循環站
KEE4031,Keelung,403 東新街-經七堵郵局,東新街,二信循環站
KEE4032,Keelung,403 東新街-經光明路(海灣公司),東新街,二信循環站
KEE4033,Keelung,403 東新街-經光明路(福基煤礦),東新街,二信循環站
KEE4034,Keelung,403 東新街-基隆車站(經七堵郵局),福基煤礦,總站
KEE4035,Keelung,403 東新街-經光明路(海灣公司),東新街,二信循環站
KEE4061,Keelung,406 長安社區-經堵南里,長安里,二信循環站
KEE4071,Keelung,407 七堵-基隆車站(經長庚醫院),七堵,總站
KEE4072,Keelung,407 七堵-基隆車站(經南榮路),七堵,總站
KEE4073,Keelung,407 基隆車站-七堵(經南榮路),總站,七堵
KEE4081,Keelung,408 基隆車站-長安社區(經長庚醫院),總站,長安里
KEE4082,Keelung,408 長安社區-基隆車站(經長庚醫院),長安里,總站
KEE4091,Keelung,409 堵南里-長庚醫院(經七堵郵局),堵南里,長庚醫院
KEE4101,Keelung,410 七堵車站-壯觀台北(經長庚醫院),七堵,壯觀台北
KEE4102,Keelung,410 壯觀台北-七堵車站(經長庚醫院),壯觀台北,七堵
KEE5011,Keelung,501 國家新城-經長庚醫院(經麥金路),國家新城,總站
KEE5021,Keelung,502 建德國中-經成功市場(經安樂路),建德國中,總站
KEE5031,Keelung,503 鶯歌里-七堵(去經南榮路),七堵,二信循環站
KEE5032,Keelung,503 鶯歌里-七堵(去經麥金路),七堵,二信循環站
KEE5033,Keelung,503 基隆車站-鶯歌里,總站,七堵
KEE5051,Keelung,505 大武崙-經安一路,大武崙,總站
KEE5052,Keelung,505 大武崙-經長庚醫院,大武崙,總站
KEE5053,Keelung,505 大武崙-經安一路(去經台北大鎮),大武崙,總站
KEE5054,Keelung,505 大武崙-經長庚醫院(回經台北大鎮),大武崙,總站
KEE5055,Keelung,505 大武崙-經安一路(回經台北大鎮),大武崙,總站
KEE5081,Keelung,508 澳底漁港-經安一路,總站,澳底漁港
KEE5091,Keelung,509 情人湖-經安一路,總站,大武崙
KEE5092,Keelung,509 情人湖-經安一路(經東都社區),總站,大武崙
KEE5093,Keelung,509 情人湖-經麥金路,總站,大武崙
KEE5102,Keelung,510 大武崙-七堵(經麥金路),大武崙,七堵
KEE5103,Keelung,510 七堵-大武崙,七堵,大武崙
KEE5105,Keelung,510 大武崙-七堵(經壯觀台北),大武崙,七堵
KEE5106,Keelung,510 七堵-大武崙(經壯觀台北),七堵,大武崙
KEE5661,Keelung,R66,望海巷,七堵車站
KEE5662,Keelung,R66 繞行海大,望海巷,七堵車站
KEE5685,Keelung,R85,武聖街,七堵車站
KEE5686,Keelung,R86,幸福華城,七堵車站
KEE5821,Keelung,R82,國家新城,七堵車站
KEE5822,Keelung,R82 先行六堵,國家新城,百福車站
KEE5993,Keelung,T99 濱海奇基,大武崙,八斗子
KEE6011,Keelung,601 四腳亭-經源遠路,四腳亭,二信循環站
KEE6021,Keelung,602 暖暖-經過港路,暖暖,二信循環站
KEE6031,Keelung,603 東勢坑-經東勢街(經暖暖國小),東勢坑,總站
KEE6032,Keelung,603 東勢坑,總站,東勢坑
KEE6051,Keelung,605 龍門谷-經東碇路(經水源路),龍門谷,二信循環站
KEE6052,Keelung,605 龍門谷-經東碇路(去長庚醫院),龍門谷,二信循環站
KEE6053,Keelung,605 龍門谷-經東碇路(回程經長庚醫院),龍門谷,二信循環站
KEE6054,Keelung,605 基隆車站-龍門谷,總站,龍門谷
KEE6055,Keelung,605 龍門谷,龍門谷,總站
KEE6061,Keelung,606 碇內-七堵(經八堵車站),四腳亭,七堵
KEE6062,Keelung,606 碇內-七堵(去程經過港路),四腳亭,七堵
KEE6063,Keelung,606 碇內-七堵(經工建路),四腳亭,七堵
KEE6065,Keelung,606 七堵-碇內(經八堵路),四腳亭,七堵
KEE6071,Keelung,607 羅傑摩爾-八南里(經過港路),暖暖,八南里
KEE6081,Keelung,608 南新街-基隆車站,總站,三坑
KEE7011,Keelung,701 七堵-瑪陵,七堵,瑪陵
KEE7012,Keelung,701 瑪陵-經苓蘭農場,七堵,瑪陵
KEE7021,Keelung,702 七堵-友蚋,七堵,友蚋
KEE7022,Keelung,702 友蚋-經百三街,七堵,友蚋
KEE7023,Keelung,702 友蚋-回經三和路,七堵,友蚋
KEE7024,Keelung,702 友蚋-去經三和路,七堵,友蚋
KEE7031,Keelung,703 七堵-瑪東里,七堵,瑪陵
KEE7051,Keelung,705 百福車站-接駁公車,百福火車站,百福火車站
KEE7061,Keelung,706 自治街,七堵,自治街
